Descripcion;Precio Contado;Precio Tarjeta;SEGMENTO
VALVULA ESCUADRA 1/2° CALEFFI CALDAIA;31320,75;38212;REPUESTOS CALDERAS
VALVULA TERMOST. ESCUADRA CROMADA 1/2° CALEFFI CAL;49003,65;59785;REPUESTOS CALDERAS
CALDERA CONDENSACION MAXX 40 DUAL CALDAIA;5992849,35;7311277;CALDERAS
CALDERA DE PIE DIGITAL M60 NATURAL CALDAIA;5331010,78;6503834;CALDERAS
CALDERA DE PIE DIGITAL M60P NATURAL CALDAIA;5331007,77;6503830;CALDERAS
CALDERA DE PIE DIGITAL M60PE NATURAL CALDAIA;5188102,55;6329486;CALDERAS
CALDERA DE PIE DIGITAL M70F FORZADO CALDAIA;6627516,24;8085570;CALDERAS
CALDERA DE PIE DIGITAL M70FP FORZADO CALDAIA;6627516,24;8085570;CALDERAS
CALDERA MURAL DIGITAL TOP S26F BALANCEAD S/KIT29/8;2348625,46;2865324;CALDERAS
CALDERA MURAL DIGITAL TOP S26F FORZAD;1996332,25;2435526;CALDERAS
CALDERA MURAL DIGITAL TOP S26FP BALANCEADO PISO CA;2348625,46;2865324;CALDERAS
CALDERA MURAL DIGITAL TOP S26TP FORZADO PISO;2348625,46;2865324;CALDERAS
CALDERA MURAL DIGITAL X30FP BALANCEADO PISO CALDAI;2853974,48;3481849;CALDERAS
CALDERA MURAL DIGITAL X30TP FORZADO PISO CALDAIA;2853974,48;3481849;CALDERAS
CALDERA MURAL DIGITAL X35FP BALANCEADO PISO CALDAI;3315829,82;4045313;CALDERAS
CALDERA MURAL DIGITAL X35TP FORZADO PISO CALDAIA;3315829,82;4045313;CALDERAS
CALDERA MURAL DIGITAL XA30FP BALANCEADO PISO CALDA;3152212,11;3845699;CALDERAS
CALDERA MURAL DIGITAL XA30TP FORZADO PISO CALDAIA;3152212,11;3845699;CALDERAS
CALDERA MURAL DIGITAL XA35FP BALANCEADO PISO CALDA;3554006,18;4335888;CALDERAS
CALDERA SERIE S DIGITAL S30 NATURAL CALDAIA;2383835,35;2908280;CALDERAS
CALDERA SERIE S DIGITAL S30FP BALAN CALDAIA;2383835,35;2908280;CALDERAS
CALDERA SERIE S DIGITAL S30TP FORZADO PISO CALDAIA;2381763,65;2905752;CALDERAS
CALDERA SERIE TOP SA26F BALAN CON KIT VENT 29/08 C;1996332,25;2435526;CALDERAS
CALDERA SERIE TOP SA26FP BALANCEADO PISO CALDAIA;2348625,46;2865324;CALDERAS
CALDERA SERIE TOP SA26TP FORZADO PISO CALDAIA;2348625,46;2865324;CALDERAS
CALDERA SERIE X DIGITAL X30F BALANCEADO CALDAIA;2853974,48;3481849;CALDERAS
CALDERA SERIE X DIGITAL X30T FORZADO CALDAIA;2853974,48;3481849;CALDERAS
CALDERA SERIE X DIGITAL X35F BALANCEADO CALDAIA;3315829,82;4045313;CALDERAS
CALDERA SERIE X DIGITAL X35T FORZADO CALDAIA;3315829,82;4045313;CALDERAS
CALDERA SERIE X DIGITAL XA30 NATURAL CALDAIA;3152212,11;3845699;CALDERAS
CALDERA SERIE X DIGITAL XA30F BALANCEADO CALDAIA;3152212,11;3845699;CALDERAS
CALDERA SERIE X DIGITAL XA30T FORZADO CALDAIA;3152212,11;3845699;CALDERAS
CALDERA SERIE X DIGITAL XA35F BALANCEADO CALDAIA;3554006,18;4335888;CALDERAS
CALEFON DIGITAL 35TBF 34400 KCAL/H 24 Lts X MIN CA;1957188,39;2387770;CALEFONES
CLIMATIZADOR DE PISCINA DE PIE DIGITAL CP30 FORZAD;3106648,24;3790111;CLIMATIZADORES
CLIMATIZADOR DE PISCINA DE PIE DIGITAL CP40 FORZAD;3520868;4295459;CLIMATIZADORES
CLIMATIZADOR DE PISCINA DE PIE DIGITAL CP40 GE CAL;3520868;4295459;CLIMATIZADORES
CLIMATIZADOR DE PISCINA DE PIE DIGITAL CP70 GE CAL;4556417,41;5558830;CLIMATIZADORES
CLIMATIZADOR DE PISCINA MURAL DIGITAL CX40 CALDAIA;3272336,14;3992251;CLIMATIZADORES
CLIMATIZADOR DE PISCINA PROFESIONAL DE PIE CP70 CA;7041736;8590918;CLIMATIZADORES
SISTEMA DIGITAL G30 3000-25000KCAL/H DOBLE SERV CA;1656879,06;2021393;CLIMATIZADORES
SISTEMA DIGITAL G30P 3000-25000KCAL/H DOBLE SERV C;1656879,06;2021393;CLIMATIZADORES
RADIADOR ALUMINIO CLAN N 350 X 10 CALDAIA;312031,47;380679;RADIADORES
RADIADOR ALUMINIO CLAN N 600 CALDAIA;31203,85;38069;RADIADORES
RADIADOR ALUMINIO CLAN N 600 X 10 CALDAIA;312031,47;380679;RADIADORES
RADIADOR DE ALUMINIO CLAN N 350 X 2 CALDAIA;62406,29;76136;RADIADORES
RADIADOR DE ALUMINIO CLAN N 500 **MARCADOS*** CALD;23638,64;28840;RADIADORES
RADIADOR DE ALUMINIO CLAN N 500 **ROTOS*** CALDAIA;23638,64;28840;RADIADORES
RADIADOR DE ALUMINIO CLAN N 500 CALDAIA;26002,51;31724;RADIADORES
RADIADOR DE ALUMINIO CLAN N 500 X 10 CALDAIA;260026,46;317233;RADIADORES
RADIADOR DE ALUMINIO CLAN N 500 X 11 CALDAIA;286028,96;348956;RADIADORES
RADIADOR DE ALUMINIO CLAN N 500 X 12 CALDAIA;312031,47;380679;RADIADORES
RADIADOR DE ALUMINIO CLAN N 500 X 13 CALDAIA;338033,97;412402;RADIADORES
RADIADOR DE ALUMINIO CLAN N 500 X 14 CALDAIA;364036,48;444125;RADIADORES
RADIADOR DE ALUMINIO CLAN N 500 X 15 CALDAIA;390040,39;475850;RADIADORES
RADIADOR DE ALUMINIO CLAN N 500 X 2 CALDAIA;52005,01;63447;RADIADORES
RADIADOR DE ALUMINIO CLAN N 500 X 3 CALDAIA;78007,52;95170;RADIADORES
RADIADOR DE ALUMINIO CLAN N 500 X 4 CALDAIA;104010,02;126893;RADIADORES
RADIADOR DE ALUMINIO CLAN N 500 X 5 CALDAIA;130013,93;158617;RADIADORES
RADIADOR DE ALUMINIO CLAN N 500 X 6 CALDAIA;156016,44;190341;RADIADORES
RADIADOR DE ALUMINIO CLAN N 500 X 7 CALDAIA;182018,94;222064;RADIADORES
RADIADOR DE ALUMINIO CLAN N 500 X 8 CALDAIA;208021,44;253787;RADIADORES
RADIADOR DE ALUMINIO CLAN N 500 X 9 CALDAIA;234023,95;285510;RADIADORES
RADIADOR DE ALUMINIO LUX 200 CALDAIA;31203,85;38069;RADIADORES
RADIADOR DE ALUMINIO LUX 350 CALDAIA;45071,76;54988;RADIADORES
RADIADOR DE ALUMINIO LUX 500 CALDAIA;48538,38;59217;RADIADORES
RADIADOR DE ALUMINIO LUX 600 CALDAIA;55471,64;67676;RADIADORES
RADIADOR DE ALUMINIO LUX 700 CALDAIA;36403,79;44413;RADIADORES
TOALLERO BLANCO TERMOBAÑO 150X45 CONEX INF CALDAIA;286028,96;348956;TOALLEROS
TOALLERO BLANCO TERMOBAÑO 85X45 CONEX INF CALDAIA;192612,19;234987;TOALLEROS
TOALLERO ELECTRICO FANNY 400 W CALDAIA;377905,79;461046;TOALLEROS
BASE TABLERO DE COMANDO CALDAIA;12264,47;14963;REPUESTOS CALDERAS
BOMBA GRUNDFOS UPS 15-60 AOKR*** CALDAIA;310122,42;378350;REPUESTOS CALDERAS
CABLE ENCENDIDO CALD TOP RESI CALDAIA;11931,5;14557;REPUESTOS CALDERAS
CABLES CON RESISTENCIA PARA MONOELECTRODO CALDAIA;10512,19;12825;REPUESTOS CALDERAS
CAÑO ENTRADA PISCINA CP30/40 CALDAIA;103374,14;126117;REPUESTOS CALDERAS
CAÑO MAND CALEFACCION S30 CALDAIA;64828,44;79091;REPUESTOS CALDERAS
CAÑO RETORNO CALEFACCION S30/XA CALDAIA;64828,44;79091;REPUESTOS CALDERAS
CAÑO SALIDA INTERC. CP30/40 CALDAIA;64828,44;79091;REPUESTOS CALDERAS
CAÑO SALIDA PISCINA CP30/40 CALDAIA;129216,92;157645;REPUESTOS CALDERAS
CAÑO VASO DE EXPANSION BOMBA GRUNDFOS CALDAIA;21265,45;25944;REPUESTOS CALDERAS
CUBRA DISPLAY POLICARBONATO CP30/40/70 CALDAIA;8759,91;10688;REPUESTOS CALDERAS
DISPLAY 7 SEGMENTOS GENIUS 3 CIFRAS CALDAIA;87605,1;106879;REPUESTOS CALDERAS
DISPLAY LCD GENIUS CALDAIA;150681,26;183832;REPUESTOS CALDERAS
DISPLAY LCD PARA CALDERA TOP 8 TECL CALDAIA;150681,26;183832;REPUESTOS CALDERAS
ELECTRODO DE MASA CALDAIA;10512,19;12825;REPUESTOS CALDERAS
ELECTROVENTILADOR 50/60HZ 60W M70F GR03115 30-041-;345163,55;421100;REPUESTOS CALDERAS
ELECTROVENTILADOR 50HZ 52W GOLD 30-014-01 CALDAIA;254055,39;309948;REPUESTOS CALDERAS
ENCENDE DOR REMOTO CLIMATIZADOR CALDAIA;57819,31;70540;REPUESTOS CALDERAS
FLUJOSTATO ROTATIVO CALEFFI CALDAIA;115638,61;141080;REPUESTOS CALDERAS
FLUJOSTATO ROTATIVO KRAMER DE 1/2° CALDAIA;144549,02;176350;REPUESTOS CALDERAS
FRENTE TABLERO PLASTICO 35TBF7CP CALDAIA;10512,19;12825;REPUESTOS CALDERAS
GABINETE CALDERA MURAL DIGITAL CALDAIA;159603,88;194717;REPUESTOS CALDERAS
GRUPO KRAMER RETORNO BITERM C/CHAVETA CALDAIA;161193,45;196657;REPUESTOS CALDERAS
GUARNICION A LABBRO 60 CALDAIA;3504,57;4276;REPUESTOS CALDERAS
GUARNICION A LABBRO 60mm;3504,57;4276;REPUESTOS CALDERAS
GUARNICION DE GOMA PARA MURO DE 100 CALDAIA;4379,95;5344;REPUESTOS CALDERAS
GUARNICION DE GOMA PARA MURO DE 80 CALDAIA;13310,12;16239;REPUESTOS CALDERAS
GUARNICION DE GOMA Ø100/100 P/ CODO CALDAIA;4379,95;5344;REPUESTOS CALDERAS
INTERCAMBIADOR DE ACERO INOX PARA CLIMATIZADOR CAL;2421055,16;2953688;REPUESTOS CALDERAS
INTERCAMBIADOR PRIMARIO BIT (TOP SA26) 30-061-01 C;460802,16;562179;REPUESTOS CALDERAS
INTERCAMBIADOR PRIMARIO BITERMICO (COMUN)30-026-01;632509,3;771662;REPUESTOS CALDERAS
INTERCAMBIADOR PRIMARIO MONOTERMICO 30-062-01 CALD;276832,06;337736;REPUESTOS CALDERAS
INTERCAMBIADOR PRIMARIO SIN TURBULADOR 30-018-01 C;425761,03;519429;REPUESTOS CALDERAS
INTERCAMBIADOR SECUNDARIO A PLACAS XA35F CALDAIA;241789,41;294984;REPUESTOS CALDERAS
JUNTA 11X6.5X2 (1/4°) CALDAIA;2190,73;2673;REPUESTOS CALDERAS
JUNTA 14.5X10.3X2 (3/8°) CALDAIA;8759,91;10688;REPUESTOS CALDERAS
JUNTA 18X12.5X2 (1/2°) CALDAIA;1752,28;2138;REPUESTOS CALDERAS
JUNTA 24 X 16 X 2 (3/4°) CALDAIA;3504,57;4276;REPUESTOS CALDERAS
JUNTA 30X18X2 (1°) GS200 CALDAIA;3504,57;4276;REPUESTOS CALDERAS
JUNTA DE GOMA 1-1/4° 27X39 CALDAIA;7009,13;8552;REPUESTOS CALDERAS
KIT BUSTA D.125 CALDAIA;8759,91;10688;REPUESTOS CALDERAS
KIT GRUPO MANDADA TOP SA26F CALDAIA;50811,68;61991;REPUESTOS CALDERAS
KIT O´RING INTERCAMBIADOR 2-210 18,64 - 25,70 (5U);3504,57;4276;REPUESTOS CALDERAS
MANOMETRO 40 L1000 CALDAIA;38545,7;47026;REPUESTOS CALDERAS
MONOELECTRODO DE ENCENDIDO S30/M60/CP CALDAIA;14016,76;17101;REPUESTOS CALDERAS
MONOPLAQUETA BIT CALDERA TOP SA 26 28-132-01 CALDA;345163,55;421100;REPUESTOS CALDERAS
MONOPLAQUETA CALDERA TOP LCD 28-159-01 CALDAIA;345163,55;421100;REPUESTOS CALDERAS
MONOPLAQUETA GENIUS (P/ S30) 28-088-01 CALDAIA;460802,16;562179;REPUESTOS CALDERAS
MOTOR ELECTRICO PARA VALVULA DE TRES VIAS CALDAIA;115638,61;141080;REPUESTOS CALDERAS
O RING 14X3 VASO EXP EPDM PEROX CALDAIA;3504,57;4276;REPUESTOS CALDERAS
O RING 17X4 EPDM C/PEROXIDO CALDAIA;5256,85;6414;REPUESTOS CALDERAS
O RING 2-113 EPDM C/PEROXIDO CALDAIA;3504,57;4276;REPUESTOS CALDERAS
O RING 2-115 EPDM C/PEROXIDO CALDAIA;3504,57;4276;REPUESTOS CALDERAS
PICO INYECTOR GAS ENVASADO 0.78 MM PARA CALDERA CA;3504,57;4276;REPUESTOS CALDERAS
PICO INYECTOR GAS NATURAL 1.25 MM PARA CALDERA CAL;3504,57;4276;REPUESTOS CALDERAS
PLACA AISLANTE FRON/POST BITERMICA 29-067-01 CALDA;21025,89;25652;REPUESTOS CALDERAS
PLACA AISLANTE FRONT/POSTERIOR 12MM M60 29-063-01;29785,8;36339;REPUESTOS CALDERAS
PLACA AISLANTE FRONTAL/POSTERIOR 290X225X10 29-008;22776,66;27788;REPUESTOS CALDERAS
PLACA AISLANTE LATERAL (175 X 195 X 10) 29-007-01;14016,76;17101;REPUESTOS CALDERAS
PLACA AISLANTE LATERAL 12MM M60 175X378X12 29-062-;28033,51;34201;REPUESTOS CALDERAS
PRESOSTATO DE AGUA 28-052-01 CALDAIA;42050,27;51302;REPUESTOS CALDERAS
PRESOSTATO DE HUMOS CALDAIA;92861,95;113292;REPUESTOS CALDERAS
SENSOR DE TEMP ST06 CALDAIA;24528,94;29926;REPUESTOS CALDERAS
SENSOR DE TEMP.DE CONTACTO 18 CALDAIA;24528,94;29926;REPUESTOS CALDERAS
SENSOR DE TEMPERATURA DE CONTACTO 14 CALDAIA;24528,94;29926;REPUESTOS CALDERAS
SENSOR DOBLE CALEFACCION - SEGURIDAD CALDAIA;24108,58;29413;REPUESTOS CALDERAS
SENSOR FLUJOSTATO FUGAS (SALMSON) CALDAIA;127903,08;156042;REPUESTOS CALDERAS
SENSOR FLUJOSTATO KRAMER (GRUNDFOS) CALDAIA;47307,12;57715;REPUESTOS CALDERAS
TABLERO S30F COMPLETO C/CABL CALDAIA;643021,5;784487;REPUESTOS CALDERAS
TAPA SUP TABLERO DE COMANDO CALDAIA;12264,47;14963;REPUESTOS CALDERAS
TAPON / REDUCCION 1/2°X1/8° CALDAIA;2944,08;3592;REPUESTOS CALDERAS
TERMINAL ANTIVENTO HORIZONTAL 60/100 PLAST BLANCO;35042,65;42753;REPUESTOS CALDERAS
TERMOSTATO DE HUMOS 55 CALDAIA;19273,61;23514;REPUESTOS CALDERAS
TERMOSTATO DE HUMOS SECUNDARIO 130 CALDAIA;19273,61;23514;REPUESTOS CALDERAS
TERMOSTATO DE SEGURIDAD 100 C CALDAIA;19273,61;23514;REPUESTOS CALDERAS
TERMOSTATO DE SEGURIDAD 95°C CALDAIA;19273,61;23514;REPUESTOS CALDERAS
TRANSDUCTOR DE PRESION CEME (GRUNDFOS) 28-011-01 C;98117,29;119704;REPUESTOS CALDERAS
TRANSDUCTOR DE PRESION LMIT(SALMSON)28-174-01/106;115638,61;141080;REPUESTOS CALDERAS
TURBINA FLUJOSTATO CALEFFI REP CALDAIA;50811,68;61991;REPUESTOS CALDERAS
TURBINA FLUJOSTATO GTC C/TAPON CALDAIA;24528,94;29926;REPUESTOS CALDERAS
VALVULA DE GAS SIT SIGMA 845.070 CALDAIA;366189,44;446752;REPUESTOS CALDERAS
VALVULA DE SEGURIDAD 3 BAR MACHO 30-008-01 RM 1/2°;24528,94;29926;REPUESTOS CALDERAS
VALVULA DE SEGURIDAD 3 BAR MACHO 30-088-01PCHAVETA;24528,94;29926;REPUESTOS CALDERAS
VASO DE EXPANSION 14 Lts M60 RECTANGULAR GRANDE CA;264567,58;322773;REPUESTOS CALDERAS
VASO DE EXPANSION 6 Lts RECTANGULAR CALDAIA;180467,05;220170;REPUESTOS CALDERAS
VASO DE EXPANSION 7 Lts CHATO 3/8° REDONDO CALDAIA;180467,05;220170;REPUESTOS CALDERAS
CODO A 90º SIN VITRIFICAR;74231,35;90563;CALEFACTORES
ESTUFA MITTEL KURVE NEGRA 9500cal OFEN;2430976,41;2965792;CALEFACTORES
ESTUFA MITTEL KURVE NEGRA 9500cal OFEN ABOLLADA;2187878,77;2669213;CALEFACTORES
KIT BASICO DE TUBERIA SIMPLE EXTERIOR;282884,26;345119;CALEFACTORES
KIT BASICO DE TUBERIA SIMPLE INTERIOR;354397,39;432365;CALEFACTORES
PELLET MADERA 15 kg;8379,25;10223;CALEFACTORES
SOMBRERETE VERTICAL VENTURI OFEN;56826,08;69328;CALEFACTORES
SOPORTE DE PIE BORKE;180515,12;220229;CALEFACTORES
SOPORTE DE PIE HOLZ;151654,77;185019;CALEFACTORES
SOPORTE LEÑERO BORKE;204320,33;249271;CALEFACTORES
SOPORTE LEÑERO HOLZ;171691,57;209464;CALEFACTORES
SOPORTE PARA PARED BORKE;102206,12;124692;CALEFACTORES
SOPORTE PARA PARED HOLZ;85845,79;104732;CALEFACTORES
TUBO DE 0,50 mts SIN VITRIFICAR OFEN;24356,67;29716;CALEFACTORES
TUBO DE 0,50 mts VITRIFICADO OFEN;24356,67;29716;CALEFACTORES
TUBO DE 1 mts SIN VITRIFICAR OFEN;40651,29;49595;CALEFACTORES
ABRAZ. COLECT. SOLAR PISCINA-RED.-PK X 2 PEISA;87648,79;106932;REPUESTOS CALDERAS
ABRAZADERA TUBO COAXIAL D100 DIVA PEISA;52398,23;63926;REPUESTOS CALDERAS
ABRAZADERA TUBO Ø100 PEISA;72654,2;88639;REPUESTOS CALDERAS
ABRAZADERA TUBO Ø80 PEISA;52398,23;63926;REPUESTOS CALDERAS
ACCESORIO TERMOTANQUE SOLAR PEISA 160 CI PEISA;158335,25;193170;ACCESORIOS
ACCESORIO TERMOTANQUE SOLAR PEISA 200 CI PEISA;179439,49;218917;ACCESORIOS
ACCESORIO TERMOTANQUE SOLAR PEISA 300 CI PEISA;203195,5;247899;ACCESORIOS
ACCESORIOS CONEXIONADO SOLAR FORZADO PEISA;178839,82;218185;ACCESORIOS
ADAPT. TUBO PLAST 1/2° (16X2) PEISA;12757,16;15564;ACCESORIOS CALDERAS
ADAPTADOR COL. SOLAR PISCINA RTG-PK X 2 PEISA;113330,36;138264;ACCESORIOS
ADHESIVO TERMICO TERMOTANQUE SOLAR PEISA;1511,21;1844;TERMICAS
ADITIVO SOLAR X 1L PEISA;33654,98;41060;ADITIVOS
AISLA. TRAS. INTERCAM. SUMM. COND. PEISA;220406,44;268896;AISLANTE, CALDERA
AISLANTE FRENTE INTERC. DIVA CONDE NSAC. PEISA;187620,82;228898;AISLANTE, CALDERA
ANODO DE MAGNESIO L= 0.60 M PEISA;66668,11;81336;ANODO, SACRIFICIO
ANODO DE MAGNESIO TERMOTANQUE TE PEISA;9713,64;11851;ANODO, SACRIFICIO
ANODO MAG P/ TQ ACUM 32X400 1°1/4° PEISA PEISA;214815,11;262075;ANODO, SACRIFICIO
ANODO MAG P/ TQ ACUM 32X700 1°1/4° PEISA PEISA;256940,71;313468;ANODO, SACRIFICIO
ANODO MAGNESIO TERMOTANQUE ELECTRICO PEISA;113951,12;139021;ANODO, SACRIFICIO
BASE COLEC. SOLAR ECO HORIZ. CP PEISA;466949,47;569679;ACCESORIO, SOLAR
BASE COLEC. SOLAR ECO VERT. X 1 CP/CI PEISA;419542,91;511843;ACCESORIO, SOLAR
BASE COLEC. SOLAR ECO VERT. X 2 CP/CI PEISA;513632,81;626633;ACCESORIO, SOLAR
BICONO 1 1/2° P/ CUERPO XP PK X 2 PEISA;22119,75;26987;ACCESORIOS CALDERAS
BOBINA VALVULA NOVA 820 220V/50HZ PEISA;194745,97;237591;REPUESTOS CALDERAS
BOBINA VALVULA SIGMA 220V/50HZ PEISA;160551,6;195873;REPUESTOS CALDERAS
BOBINA VALVULA SIGMA 220V/60HZ PEISA;213633,86;260634;REPUESTOS CALDERAS
BOMBA CIRCUL GRUNDFOS UPS 32-80 N MOCAS PEISA;1638052,94;1998425;BOMBAS, CIRCULADORA
BOMBA CIRCUL. GRUNDFOS 25-50 130 PEISA;739403,07;902072;BOMBAS, CIRCULADORA
BOMBA CIRCUL. GRUNDFOS CACAO P15-60 PEISA;270775,15;330346;BOMBAS, CIRCULADORA
BOMBA CIRCUL. GRUNDFOS UPS 25-80 PEISA;1091779,16;1331971;BOMBAS, CIRCULADORA
BOMBA CIRCUL. PEISA CESAO P15-60 PEISA;423519,07;516694;BOMBAS, CIRCULADORA
BOMBA CIRCULADORA CALDERA ELECTRICA PEISA;867251,91;1058048;BOMBAS, CIRCULADORA
BOMBA CIRCULADORA MODELO CACAO P 15-60 PURGA PEISA;287903,23;351242;BOMBAS, CIRCULADORA
BOMBA CIRCULADORA MODELO UPS 25-80 CON MEDIA UNION;1122660,32;1369646;BOMBAS, CIRCULADORA
BOMBA CIRCULADORA MODELO UPS 32-80 CON MEDIA UNION;2214564,53;2701769;BOMBAS, CIRCULADORA
BOMBA CIRCULADORA PEISA AOKR P15-60 PEISA;389180,05;474800;BOMBAS, CIRCULADORA
BOMBA CIRCULADORA SUMM. COND. PEISA;896826,77;1094129;BOMBAS, CIRCULADORA
BOMBA CIRCULADORA UTI PEISA;1216231,92;1483803;BOMBAS, CIRCULADORA
BOMBA PRESURIZ. PEISA JET M (EQUIVALENTE UPA 120-1;694646,79;847470;BOMBAS
BOMBA PRESURIZ. PEISA JET S (EQUIVALENTE UPA 15-90;424513,49;517907;BOMBAS
BOMBA PRESURIZADORA GRUNDFOS MQ 3-25 PEISA;1886480,84;2301507;BOMBAS
BOMBA PRESURIZADORA GRUNDFOS MQ 3-35 PEISA;1927488,48;2351536;BOMBAS
BOMBA PRESURIZADORA GRUNDFOS MQ 3-45 PEISA;2173555,38;2651738;BOMBAS
BOMBA VELOC. FIJA DIVA CONDE NSAC. 24 KW PEISA;949246,1;1158081;BOMBAS
BOMBA VELOCIDAD VARIABLE CALDERA ELECT PEISA;1529548,52;1866050;BOMBAS
BUJIA P/ PILOTO PEISA;11764,25;14353;BUJIAS
BURLETE DE GOMA AUTOADHESIVO 500X10X3 PEISA;22470,81;27415;ACCESORIO CALDERA
CABEZ ENTR-SALIDA AGUA T40/80 PLAST (MEC PEISA;163348,02;199285;ACCESORIO CALDERA
CABEZAL TERMICO 230V NC PARA COLECTOR PEISA;253523,53;309299;CABEZALES
CABEZAL TERMOSTATICO PEISA;100012,71;122016;CABEZALES
CABLE DE COMUNICACION CASCADA CONDE NS 40 PEISA;61573,98;75121;CABLES
CABLE DE COMUNICACION CASCADA CONDE NS100 PEISA;73234,27;89346;CABLES
CABLE DISPLAY - PCB SUMM. COND. PEISA;62154,06;75828;CABLES
CABLE ELECTRODO DE ENCENDIDO SUMM. COND. PEISA;85867,89;104759;CABLES
CABLE ELECTRODO ENCENDIDO ALKON 140 PEISA;149512,06;182405;CABLES
CABLE ELECTRODO ENCENDIDO ALKON 70 PEISA;282103,97;344167;CABLES
CABLE ELECTRODO IONIZACION ALKON 140 PEISA;124576,31;151984;CABLES
CABLE ENTRADA DE TENSION TAB PEISA;38419,14;46872;CABLES
CABLE P/ PIEZOELECTRICO L=250 MM PEISA;7994,51;9754;CABLES
CABLEADO ALKON 70 PEISA;282103,97;344167;CABLES
CABLEADO T80 PEISA;108753,03;132679;CABLES
CABLEADO TX 40 PEISA;87151,59;106325;CABLES
CABLEADO TX 70 PEISA;91624,96;111783;CABLES
CALDERA DIVA 24 C F GL PEISA;2950612,2;3599747;CALDERAS
CALDERA DIVA 24 C F GN PEISA S/SAL C/KIT 10001467;2685946,68;3276855;CALDERAS
CALDERA DIVA 24 C F mts GN PEISA C/KIT 10001467;2685946,68;3276855;CALDERAS
CALDERA DIVA 24 C N GL PEISA;3197673,52;3901162;CALDERAS
CALDERA DIVA 24 C N GN PEISA SIN SALIDA;2906994,97;3546534;CALDERAS
CALDERA DIVA 24 C N mts GN PEISA;2906994,97;3546534;CALDERAS
CALDERA DIVA 24 DS F CAMARA ABIERTA GN PEISA;3037390,13;3705616;CALDERAS
CALDERA DIVA 24 DS F GL PEISA;2971363,87;3625064;CALDERAS
CALDERA DIVA 24 DS F mts GN PEISA C/KIT 10001467;2705393,55;3300581;CALDERAS
CALDERA DIVA 24 DS N GN PEISA SIN SALIDA;2937024,85;3583171;CALDERAS
CALDERA DIVA 24 DS N mts GN PEISA;2937024,85;3583171;CALDERAS
CALDERA DIVA 24 DSFGN PEISA S/SAL C/KIT 10001467;1903613,28;2322409;CALDERAS
CALDERA DIVA 32 C F GL PEISA S/SAL C/KIT 10001467;3412114,97;4162781;CALDERAS
CALDERA DIVA 32 C F GN PEISA S/SAL C/KIT 10001467;3099482,41;3781369;CALDERAS
CALDERA DIVA 32 C N GL PEISA;3752562,58;4578127;CALDERAS
CALDERA DIVA 32 C N GN PEISA SIN SALIDA;3416235,77;4167808;CALDERAS
CALDERA DIVA 32 DS F GL PEISA S/S C/KIT 10001467;3483566,83;4249952;CALDERAS
CALDERA DIVA 32 DS F GN PEISA C/KIT 10001467;3162008,62;3857651;CALDERAS
CALDERA DIVA 32 DS N GL PEISA SIN SALIDA;3823372,58;4664515;CALDERAS
CALDERA DIVA 32 DS N GN PEISA SIN SALIDA;3478203;4243408;CALDERAS
CALDERA DIVA TECNO 24 DS F GL PEISA;3124190,65;3811513;CALDERAS
CALDERA DIVA TECNO 24 DS F GN PEISA;2833946,02;3457415;CALDERAS
CALDERA DIVA TECNO 24 DS F mts GL PEISA;3124190,65;3811513;CALDERAS
CALDERA DIVA TECNO 24 DS F mts GN PEISA;2833946,02;3457415;CALDERAS
CALDERA DIVA TECNO 32 DS F GL PEISA;3637222,29;4437412;CALDERAS
CALDERA DIVA TECNO 32 DS F GN PEISA;3328400,15;4060649;CALDERAS
CALDERA DONNA 30 BVZ E GL PEISA;9590285,93;11700149;CALDERAS
CALDERA DONNA 30 BVZ E GN PEISA;9590285,93;11700149;CALDERAS
CALDERA DONNA 50 BVZ E GL PEISA;13068095,68;15943077;CALDERAS
CALDERA DONNA 50 BVZ E GN PEISA;13068095,68;15943077;CALDERAS
CALDERA SUMMA CONDE NS 24 KW GN-GL PEISA;4824272,6;5885613;CALDERAS
CALDERA SUMMA CONDE NS 28 KW GN-GL PEISA;5274550,51;6434952;CALDERAS
CALDERA SUMMA CONDE NS 33 KW GN-GL PEISA;5741686,81;7004858;CALDERAS
CALDERA XP 100 GL PEISA;11158687,51;13613599;CALDERAS
CALDERA XP 100 GN PEISA;11158687,51;13613599;CALDERAS
CALDERA XP 120 GL PEISA;12941488,36;15788616;CALDERAS
CALDERA XP 120 GN PEISA;12941488,36;15788616;CALDERAS
CALDERA XP 60 GL PEISA;7507463,54;9159106;CALDERAS
CALDERA XP 60 GN PEISA;7507463,54;9159106;CALDERAS
CALDERA XP 80 GL PEISA;9390652,26;11456596;CALDERAS
CALDERA XP 80 GN PEISA;9390652,26;11456596;CALDERAS
CALEFON DIVA ACQUA 14 F GN PEISA;1910277,53;2330539;CALEFONES, CALDERA
CALEFON DIVA ACQUA 17 F GL PEISA;2113763,82;2578792;CALEFONES, CALDERA
CALEFON DIVA ACQUA 17 F GN PEISA;1978105,8;2413290;CALEFONES, CALDERA
CALENTADOR DE PISCINAS TX40 GL PEISA;4340815,82;5295796;CALENTADORES
CALENTADOR DE PISCINAS TX70 GL PEISA;6704063,72;8178958;CALENTADORES
CALENTADOR DE PISCINAS TX70 GN PEISA;6704063,72;8178958;CALENTADORES
