Descripcion;Precio Contado;Precio Tarjeta;SEGMENTO
CABLE SUBTERRANEO 2X6 X7 mts;14867,47;18139;PROTO
CABLE SUBTERRANEO 2X6 X9 mts;9911,65;12093;PROTO
CABLE SUBTERRANEO 3X1.5 X1 mts;39923,86;48708;PROTO
CABLE SUBTERRANEO 3X1.5 X2 mts;3071,07;3747;PROTO
CABLE SUBTERRANEO 3X10 X20 mts;30710,66;37468;PROTO
CABLE SUBTERRANEO 3X10 X30 mts;21497,46;26227;PROTO
CABLE SUBTERRANEO 3X2.5 X1 mts;15355,33;18734;PROTO
CABLE SUBTERRANEO 3X2.5 X2 mts;10748,01;13113;PROTO
CABLE SUBTERRANEO 3X4 X2 mts;6686,15;8158;PROTO
CABLE SUBTERRANEO 3X4 X3 mts;10029,23;12236;PROTO
CABLE SUBTERRANEO 3X4 X4 mts;13372,3;16315;PROTO
CABLE SUBTERRANEO 3X4 X5 mts;16715,37;20393;PROTO
CABLE SUBTERRANEO 3X4 X6 mts;20058,45;24472;PROTO
CABLE SUBTERRANEO 3X4 X7 mts;40116,89;48943;PROTO
CABLE SUBTERRANEO 3X4 X9 mts;30087,67;36707;PROTO
CABLE SUBTERRANEO 3X6 X10 mts;47850,8;58378;PROTO
CABLE SUBTERRANEO 3X6 X12 mts;191403,21;233512;PROTO
CABLE SUBTERRANEO 3X6 X13 mts;114841,92;140108;PROTO
CABLE SUBTERRANEO 3X6 X14 mts;43065,72;52541;PROTO
CABLE SUBTERRANEO 3X6 X15 mts;71776,2;87567;PROTO
CABLE SUBTERRANEO 3X6 X18 mts;23925,41;29190;PROTO
CABLE SUBTERRANEO 3X6 X2 mts;9570,16;11676;PROTO
CABLE SUBTERRANEO 3X6 X21 mts;100486,68;122594;PROTO
CABLE SUBTERRANEO 3X6 X24 mts;33495,57;40865;PROTO
CABLE SUBTERRANEO 3X6 X5 mts;62206,05;75892;PROTO
CABLE SUBTERRANEO 3X6 X6 mts;28710,48;35027;PROTO
CABLE SUBTERRANEO 3X6 X8 mts;38280,64;46703;PROTO
CABLE SUBTERRANEO 3X6 X9 mts;14355,24;17514;PROTO
CABLE SUBTERRANEO 4X1.5 X2 mts;6142,13;7494;PROTO
CABLE SUBTERRANEO 4X1.5 X3 mts;2303,3;2811;PROTO
CABLE SUBTERRANEO 4X1.5 X32 mts;4955,82;6047;PROTO
CABLE SUBTERRANEO 4X1.5 X4 mts;2477,91;3024;PROTO
CABLE SUBTERRANEO 4X1.5 X40 mts;137122,87;167290;PROTO
CABLE SUBTERRANEO 4X1.5 X5 mts;78845,66;96192;PROTO
CABLE SUBTERRANEO 4X10 X1 mts;34280,72;41823;PROTO
CABLE SUBTERRANEO 4X10 X10 mts;4606,6;5621;PROTO
CABLE SUBTERRANEO 4X10 X2 mts;30852,65;37641;PROTO
CABLE SUBTERRANEO 4X10 X3 mts;23996,51;29276;PROTO
CABLE SUBTERRANEO 4X10 X42 mts;20568,43;25094;PROTO
CABLE SUBTERRANEO 4X10 X5 mts;17140,36;20912;PROTO
CABLE SUBTERRANEO 4X10 X7 mts;1535,54;1874;PROTO
CABLE SUBTERRANEO 4X10 X9 mts;13712,29;16729;PROTO
CABLE SUBTERRANEO 4X16 X1 mts;10284,21;12547;PROTO
CABLE SUBTERRANEO 4X16 X2 mts;6856,14;8365;PROTO
CABLE SUBTERRANEO 4X16 X3 mts;5142,11;6274;PROTO
CABLE SUBTERRANEO 4X16 X8 mts;89556,48;109259;PROTO
CABLE SUBTERRANEO 4X2.5 X2 mts;83959,2;102431;PROTO
CABLE SUBTERRANEO 4X2.5 X24 mts;67167,36;81945;PROTO
CABLE SUBTERRANEO 4X2.5 X34 mts;55972,8;68287;PROTO
CABLE SUBTERRANEO 4X2.5 X4 mts;44778,24;54630;PROTO
CABLE SUBTERRANEO 4X2.5 X5 mts;11194,56;13658;PROTO
CABLE SUBTERRANEO 4X2.5 X50 mts;91116,44;111163;PROTO
CABLE SUBTERRANEO 4X2.5 X6 mts;77129,06;94098;PROTO
CABLE SUBTERRANEO 4X2.5 X8 mts;70518;86032;PROTO
CABLE SUBTERRANEO 4X2.5 X9 mts;35259;43016;PROTO
CABLE SUBTERRANEO 4X4 X1 mts;33055,31;40328;PROTO
CABLE SUBTERRANEO 4X4 X2 mts;3343,08;4079;PROTO
CABLE SUBTERRANEO 4X4 X23 mts;28647,94;34951;PROTO
CABLE SUBTERRANEO 4X4 X3 mts;22036,87;26885;PROTO
CABLE SUBTERRANEO 4X4 X4 mts;19833,19;24197;PROTO
CABLE SUBTERRANEO 4X4 X48 mts;127036,83;154985;PROTO
CABLE SUBTERRANEO 4X4 X5 mts;5014,61;6118;PROTO
CABLE SUBTERRANEO 4X4 X8 mts;60175,35;73414;PROTO
CABLE SUBTERRANEO 4X6 X1 mts;7809,05;9528;PROTO
CABLE SUBTERRANEO 4X6 X2 mts;39045,26;47636;PROTO
CABLE SUBTERRANEO 4X6 X3 mts;46854,31;57163;PROTO
CABLE SUBTERRANEO 4X6 X4 mts;12245,57;14940;PROTO
CABLE SUBTERRANEO 4X6 X7 mts;14694,68;17928;PROTO
CABLE SUBTERRANEO 5X1.5 X12 mts;31838,48;38843;PROTO
CABLE SUBTERRANEO 5X1.5 X14 mts;24491,14;29880;PROTO
CABLE SUBTERRANEO 5X2.5 X3 mts;88910,95;108472;PROTO
CABLE SUBTERRANEO 5X2.5 X5 mts;17782,19;21695;PROTO
CABLE SUBTERRANEO 5X2.5 X6 mts;10669,31;13017;PROTO
CABLE SUBTERRANEO 5X2.5 X72 mts;156181,03;190541;PROTO
CABLE SUBTERRANEO 5X6 X14 mts;70281,46;85744;PROTO
CABLE SUBTERRANEO 5X6 X2 mts;15618,11;19055;PROTO
CABLE SUBTERRANEO 5X6 X3 mts;23427,15;28582;PROTO
CABLE SUBTERRANEO 5X6 X4 mts;31236,21;38109;PROTO
CABLE SUBTERRANEO 5X6 X7 mts;62472,41;76217;PROTO
BULIT SET LLAVES ALEM CROMO MILI mts;12453,79;15194;HERRAMIENTAS
BULIT SET LLAVES TORX CROMO;12453,79;15194;HERRAMIENTAS
CANDADO SEGURIDAD 72MM SUPRABOND;25933,88;31640;CANDADOS
DISCO DE CORTE BULIT 1,0MM*****;1048,97;1280;CORTE
DISCO DIAMANTADO BULIT 4° S100 TURBO*****;6913,22;8435;CORTE
ESCUADRA ACERO INOX C/MANGO ALUMINIO 30CM SUPRABON;15071,79;18388;INOXIDABLE
SELLAROSCA SUPRABOND 125ML PERBOND GRANDE;7625,79;9304;SELLADOR
SELLAROSCA SUPRABOND 25ML PERBOND CHICO;3279,21;4001;SELLADOR
SELLAROSCA SUPRABOND 50ML PERBOND MEDIANO;5144,18;6276;SELLADOR
SUPRABOND ERPOX CREMA BLANCA X 150GR -PEGAR BACHAS;11914,2;14536;SELLADOR
SUPRABOND ERPOX JUEGO DE POTES 200;12686,79;15478;PEGAMENTO, SELLADOR, EPOXI
SUPRABOND SELLADOR ALTA TEMP 280ML;10020,35;12225;TEMPERATURA
SUPRABOND SELLADOR ALTA TEMP ROJO 50ML;4665,13;5692;TEMPERATURA
SUPRABOND SELLADOR ALTA TEMPERATURA POMO 110ML;6926,33;8451;ROJO
SUPRABOND SELLADOR GAS 125ML;7962,99;9715;PEGAMENTO, ROSCA
SUPRABOND SELLADOR GAS 25ML;3292,07;4017;PEGAMENTO, ROSCA
SUPRABOND SELLADOR GAS 50ML;5038,66;6148;PEGAMENTO, ROSCA
SUPRABOND SELLADOR METALES ZINGUERIA - ALUM 300 ML;16685,92;20357;SELLA
SUPRABOND SILICONA TRANSPARENTE 25CC GLUFIX;1879,81;2294;SELLADOR
SUPRABOND SILICONA TRANSPARENTE 50CC GLUFIX;2709,95;3307;SELLADOR
2120-ESTACA MET. C/ ROSCA 1/2° HEMBRA P/C/EXION-48;8579,1;10467;ESTACA
225L-MINIASPERSOR PLASTICO A BOLILLA DE ANGULO-484;33480,21;40846;ASPERSORES
3002-VALVULA PLAST. BRIDADA DE RETENCION A CLAP-48;675008,57;823511;VALVULAS
3005-VALVULA PLAST. BRIDADA DE RETENCION A CLAP-48;697013,8;850357;VALVULAS
3006-VALVULA PLAST. BRIDADA DE RETENCION A CLAP-48;1321920,34;1612743;VALVULAS
3007-VALVULA PLAST. BRIDADA DE RETENCION A CLAP-48;1762564,46;2150329;VALVULAS
3008-VALVULA PLAST. BRIDADA DE RETENCION A CLAP-48;2700138,22;3294169;VALVULAS
3995-VALVULA ANTIDRENAJE P/MINI PRO-4811;5362,32;6543;VALVULA
5106-CONECTOR RM 3/4°, ESP. 3 SECCIONES-4837;1429,85;1745;CONECTOR
975-DISTRIBUIDOR 4 SALIDAS P/FOGGER-975;979,68;1196;DISTRIBUIDORES
976-VALVULA ANTIGOTEO AZUL P/FOGGER-976;2828,95;3452;VALVULAS
ABRAZADERA PLASTICA 19/21-13481;524,33;640;ABRAZADERAS
ADAPTADOR PARA BOQUILLAS 1/2° RH P/BOQ RH-9108;2176,75;2656;ADAPTADORES
ADAPTADOR RM P/POLIETILENO DE ALTA DE NSIDA-4780;2097,32;2559;ADAPTADORES
ADAPTADOR RM P/POLIETILENO DE ALTA DE NSIDA-4781;2763,27;3372;ADAPTADORES
ADAPTADOR RM P/POLIETILENO DE ALTA DE NSIDA-4782;3359,92;4100;ADAPTADORES
ADAPTADOR RM P/POLIETILENO DE ALTA DE NSIDA-4783;3359,92;4100;ADAPTADORES
ADAPTADOR RM P/POLIETILENO DE ALTA DE NSIDA-4784;6209,08;7576;ADAPTADORES
ADAPTADOR RM P/POLIETILENO DE ALTA DE NSIDA-4785;6209,08;7576;ADAPTADORES
ADAPTADOR RM P/POLIETILENO DE ALTA DE NSIDA-4786;6209,08;7576;ADAPTADORES
ADAPTADOR RM P/POLIETILENO DE ALTA DE NSIDA-4787;8139,15;9930;ADAPTADORES
ADAPTADOR RM P/POLIETILENO DE ALTA DE NSIDA-4788;8139,15;9930;ADAPTADORES
ADAPTADOR RM P/POLIETILENO DE ALTA DE NSIDA-4789;8139,15;9930;ADAPTADORES
ADAPTADOR RM P/POLIETILENO DE ALTA DE NSIDA-4790;11236,91;13710;ADAPTADORES
ADAPTADOR RM P/POLIETILENO DE ALTA DE NSIDA-4791;11236,91;13710;ADAPTADORES
ADAPTADOR RM P/POLIETILENO DE ALTA DE NSIDA-4792;21627,06;26386;ADAPTADORES
ADAPTADOR RM P/POLIETILENO DE ALTA DE NSIDA-4793;21627,06;26386;ADAPTADORES
ADAPTADOR RM P/POLIETILENO DE ALTA DE NSIDA-4795;30858,56;37648;ADAPTADORES
ADAPTADOR RM P/POLIETILENO DE ALTA DE NSIDA-4796;30858,56;37648;ADAPTADORES
ADAPTADOR RM P/POLIETILENO DE ALTA DE NSIDA-4797;44919,01;54802;ADAPTADORES
ADAPTADOR RM P/POLIETILENO DE ALTA DE NSIDA-4798;44919,01;54802;ADAPTADORES
ADAPTADOR ROSCA MACHO 1/2° PARA FOGGER-34757;1643,8;2006;ADAPTADORES
ALIT-SENSOR HIDRAULICO-4853;214465,55;261648;SENSORES
ASP. MET. 1/2° ” RM, SECT. BOQ. MET.: 5/-967;24863,34;30334;ASPERSORES
ASPERSOR 1 1/2°, RH, CIRCULAR, C/ BOQUILLA ROSSY-9;369949,23;451339;ASPERSORES
ASPERSOR 1 1/2°, RH, SECTORIZABLE, C/ BOQU ROSSY-9;467876,68;570810;ASPERSORES
ASPERSOR 1 1/4°, RH, CIRCULAR, C/ BOQUILLA ROSSY-9;256787,3;313281;ASPERSORES
ASPERSOR 1 1/4°, RH, SECTORIZABLE, C/ BOQU ROSSY-9;326425,3;398239;ASPERSORES
ASPERSOR EMERGENTE DE IMPACTO, PLASTICO, 3-968;60280,19;73542;ASPERSORES
ASPERSOR GIRATORIO 3 BRAZOS, 1/2° RM-4836;6792,17;8287;ASPERSORES
ASPERSOR METALICO 1/2° ” RM, CIRC. BOQ.: 5/-966;45699,3;55754;ASPERSORES
ASPERSOR METALICO, 1 1/4° RM, SECTORIZABLE-1213;348187,26;424789;ASPERSORES
ASPERSOR METALICO, 1/2° RM, SECTORIZABLE,-4840;27225,92;33216;ASPERSORES
ASPERSOR METALICO, 1/2° RM,CIRCULAR, ALCAN-1202;31554,57;38497;ASPERSORES
ASPERSOR METALICO, 1/2° RM,SECTORIZABLE, A-1203;33729,94;41151;ASPERSORES
ASPERSOR METALICO, 3/4° RM, SECTORIZABLE,-1217;56580,28;69028;ASPERSORES
ASPERSOR PLASTICO, 1/2° RM, SECTORIZABLE,-1166;7745,9;9450;ASPERSORES
ASPERSOR PLASTICO, 1/2° RM, SECTORIZABLE,-1211;11315,78;13806;ASPERSORES
ASPERSOR PLASTICO, 3/4° RM, CIRCULAR, BOQUILLAS-12;15233,1;18585;ASPERSORES
BASE PLAST. C/ SALIDA P/CONECTOR RAPIDO Y-1170;19897,38;24275;GABINETES
BASE-SISTEMA DE PROTECCION C/TRA HELADAS FLIPPE-48;12104,76;14768;OTROS
BOQUILLA 2.4 P/VYR 33, 56, 66, 60-1197;3808,62;4647;BOQUILLAS
BOQUILLA 2.5 MM P/VYR 26-1204;870,98;1063;BOQUILLAS
BOQUILLA 2.8 MM P/VYR 26-1205;870,98;1063;BOQUILLAS
BOQUILLA 3.0 MM P/VYR 26-1206;870,98;1063;BOQUILLAS
BOQUILLA 3.1 P/VYR 33, 56, 66, 60-1198;3808,62;4647;BOQUILLAS
BOQUILLA 3.2 MM P/VYR 26-1207;870,98;1063;BOQUILLAS
BOQUILLA 4.0 P/VYR 23, 33, 56, 66, 60-1192;3808,62;4647;BOQUILLAS
BOQUILLA 4.0 P/VYR 23, 33, 56, 66, 60-1196;3808,62;4647;BOQUILLAS
BOQUILLA 4.4 P/VYR 23, 33, 56, 66, 60-1193;3808,62;4647;BOQUILLAS
BOQUILLA 4.8 MM P/VYR 86, 70-1221;8704,23;10620;BOQUILLAS
BOQUILLA 4.8 P/VYR 23, 33, 56, 66, 60-1194;3808,62;4647;BOQUILLAS
BOQUILLA 5.2 MM P/VYR 86, 70-1222;8704,23;10620;BOQUILLAS
BOQUILLA 5.2 P/VYR 23, 33, 56, 66, 60-1195;3808,62;4647;BOQUILLAS
BOQUILLA 6.3 MM P/VYR 65-1208;8704,23;10620;BOQUILLAS
BOQUILLA 7.1 MM P/VYR 86, 70-1223;8704,23;10620;BOQUILLAS
BOQUILLA 7.9 MM P/VYR 65-1209;8704,23;10620;BOQUILLAS
BOQUILLA 8.7 MM P/VYR 65-1210;8704,23;10620;BOQUILLAS
CAJA PARA VALVULAS °JUMBO°, RECTANGULAR (50X64)-93;75063,4;91578;CAJAS, VERDE
CAJA PARA VALVULAS °LARGE°, CIRCULAR, 32CM D-935;15726,85;19187;CAJAS, VERDE
CAJA PARA VALVULAS °MINI°, CIRCULAR, 20CM DE -934;10723,13;13083;CAJAS, VERDE
CAJA PARA VALVULAS °STANDARD°, RECTANGULAR(38X49)-;48849,97;59597;CAJAS, VERDE
CAUDALIMETRO METALICO, BRIDADO, 100 MM.-917;1351516,29;1648850;CAUDAL
CAUDALIMETRO METALICO, BRIDADO, 150 MM.-919;2032563,67;2479728;CAUDAL
CAUDALIMETRO METALICO, BRIDADO, 200 MM.-920;2470741,35;3014305;CAUDAL
CAUDALIMETRO METALICO, BRIDADO, 250 MM.-921;3135109,65;3824834;CAUDAL
CAUDALIMETRO METALICO, BRIDADO, 65 MM.-915;1305286,46;1592450;CAUDAL
CAUDALIMETRO METALICO, BRIDADO, 80 MM.-916;1310624,66;1598963;CAUDAL
CONECTOR 16 X 16 MM (ESP. X ESP.)-1099;189,84;232;CONECTORES
CONECTOR 17 X 17 MM (ESP. X ESP.)-4808;308,88;377;CONECTORES
CONECTOR 20 X 20 MM (ESP. X ESP.)-1100;238,06;291;CONECTORES
CONECTOR 3/4°, RM-1178;834,71;1019;CONECTORES
CONECTOR CINTA X CINTA CODO 90º-1135;953,74;1164;CONECTORES
CONECTOR CINTA X CINTA EN T-1136;1072,76;1309;CONECTORES
CONECTOR CINTA X CINTA-1133;1907,47;2328;CONECTORES
CONECTOR CODO 16 MM X 1/2°, RM-1111;286,27;350;CONECTORES
CONECTOR CODO 16 MM X 16 MM ( ESP. X ESP.)-1109;268,19;328;CONECTORES
CONECTOR CODO 16 MM X 3/4°, RM-1112;308,88;377;CONECTORES
CONECTOR CODO 20 MM X 1/2°, RM-1113;381,19;466;CONECTORES
CONECTOR CODO 20 MM X 20 MM ( ESP. X ESP.)-1110;427,9;523;CONECTORES
CONECTOR CODO 20 MM X 3/4°, RM-1114;405,3;495;CONECTORES
CONECTOR DE TUBERIA DE POLIETILENO DE 16 M-1132;405,3;495;CONECTORES
CONECTOR INICIAL C/ ARO DE GOMA (P/TUBERIA-1095;786,5;960;CONECTORES
CONECTOR INICIAL C/ ARO DE GOMA (P/TUBERIA-1096;905,52;1105;CONECTORES
CONECTOR INICIAL P/CINTA C/ GOMA (TUBERIA-1128;405,3;495;CONECTORES
CONECTOR INICIAL P/CINTA C/ GOMA (TUBERIA-1129;1133,03;1383;CONECTORES
CONECTOR INICIAL P/CINTA C/ GOMA (TUBERIA-1130;546,93;668;CONECTORES
CONECTOR P/CANILLA 1° RH-1172;1381,64;1686;CONECTORES
CONECTOR P/CANILLA 3/4° RH-1171;1143,58;1396;CONECTORES
CONECTOR P/CANILLA 3/4° RM;1466,01;1789;CONECTORES
CONECTOR P/CANILLA EN °Y°, 3/4° RH C/ 2 SA-1173;13677,75;16687;CONECTORES
CONECTOR P/COMPONENTE MACHO A TUBERIA PE-34756;262,16;320;CONECTORES
CONECTOR P/MICROTUBO FLEXIBLE 3 X 5.5 MM-1147;119,03;146;CONECTORES
CONECTOR P/MICROTUBO FLEXIBLE 4 X 6 MM-1148;119,03;146;CONECTORES
CONECTOR RAPIDO C/ VALVULA DE CIERRE (STOP 3/4°-11;4884,69;5960;CONECTORES
CONECTOR RAPIDO C/ VALVULA DE CIERRE STOP 1/2°-117;3930,96;4796;CONECTORES
CONECTOR RAPIDO SIN VALVULA DE CIERRE (STOP 3/4°-1;4182,58;5103;CONECTORES
CONECTOR RAPIDO SIN VALVULA DE CIERRE STOP 1/2° SI;3325,27;4057;CONECTORES
CONECTOR REDUCCION 20 MM X 16 MM (ESP. X ESP SI-11;238,06;291;CAÑOS
CONECTOR T 16 MM X 16 MM X 1/2° (ESP. X ESP. X RM);427,9;523;ESPIGA, MEDIA
CONECTOR T 16 MM X 16 MM X 3/4° (ESP. X ESP. X RM);476,11;581;ESPIGA, MEDIA
CONECTOR TE 20 MM X 20 MM X 20 MM (ESP X ESP X ES-;357,09;436;ESPIGA
CONECTOR TE 20 MMX20 MMX1/2° (ESP. X ESP. X RM)-11;715,68;874;ESPIGA, MEDIA
CONECTOR TE 20 MMX20 MMX3/4° (ESP. X ESP. X RM)-11;715,68;874;ESPIGA
CONECTOR TE REDUCIDA 16 MM X 20 MM X 16 MM (ESP. X;405,3;495;ESPIGA, MEDIA
CONECTOR TIPO T P/MICROTUBO 3.5 MM-1149;286,27;350;MICRO, RIEGO
EMISOR DE PULSOS P/CAUDALIMETRO-922;116764,11;142453;PULSO
ER13-SUPER FOGGER 13 L/H C/ VALVULA ANTIGOTEO (-48;5241,78;6395;FOGGER
ESTACA MICROJET 180º, C/ ESTACA Y CONECTOR, CAUDA-;957,66;1169;ESTACA
ESTACA MICROJET 360º, C/ ESTACA Y CONECTOR, CAUDA-;957,66;1169;ESTACA
ESTACA P/MICROASPERSORES DAN-977;804,93;983;ESTACA
ESTACA P/MICROASPERSORES-993;653,58;798;ESTACA
ESTACA P/SUJETAR TUBERIA DE POLIETILENO DE -1126;524,33;640;ESTACA
ESTACA P/SUJETAR TUBERIA DE POLIETILENO DE -1127;524,33;640;ESTACA
ESTACA PLAST. C/ ROSCA 1/2° HEMBRA P/C/EXI-4841;3216,79;3925;ESTACA
ESTACA PLAST. C/ SALIDA P/CONECTOR RAPIDO-1168;4408,58;5379;ESTACA
FILTRO DE ANILLAS, 1 1/2° RM 120 MESH, 130-763;36935,05;45061;FIAL
FILTRO DE ANILLAS, 1 1/4° RM 120 MESH, 130-762;52425,35;63959;FIAL
FILTRO DE ANILLAS, 1° RM 120 MESH, 130 MIC-761;22638,05;27619;FIAL
FILTRO DE ANILLAS, 1° RM, 120 MES*-788;52544,38;64105;FIAL
FILTRO DE ANILLAS, 2° RM 120 MESH, 130 MIC-764;95317,86;116288;FIAL
FILTRO DE MALLA PLAST., 1 1/2° RM, 120 MES-756;34552,97;42155;FIAL
FILTRO DE MALLA PLAST., 1 1/4° RM, 120 MES-755;23829,84;29073;FIAL
FILTRO DE MALLA PLAST., 1° RM, 120 MESH, 1-754;23829,84;29073;FIAL
FILTRO DE MALLA PLAST., 2° RM, 120 MESH, 1-757;47659,68;58145;FIAL
FILTRO DE MALLA PLAST., 3/4° RM, 120 MESH,-753;23829,84;29073;FIAL
FILTRO DE MALLA, 16 X 16 (ESP. X ESP.)-752;11914,92;14537;FIAL
FILTRO MALLA 2° +MALLA MET 60 MESH-13517;63148,48;77042;FIAL
FINAL DE LINEA TAPON DE 20 MM-1125;251,62;307;FINAL
FINAL DE LINEA TIPO 8 P/16 MM-1122;203,4;249;OCHO
FINAL DE LINEA TIPO 8 P/20 MM-1123;238,06;291;OCHO
FOGGER O HUMIDIFICADOR 6 L/H-971;2110,7;2576;HUMIDIFICADOR
GOTERO AJUSTABLE 0-100-1029;239,42;293;GOTEROS
GOTERO AJUSTABLE 0-80-1028;167,24;205;GOTEROS
GOTERO TIPO BOTON DE LABERINTO DE 16 L/H-1024;238,06;291;GOTEROS
GOTERO TIPO BOTON DE LABERINTO DE 4 L/H-1022;238,06;291;GOTEROS
GOTERO TIPO BOTON DE LABERINTO DE 8 L/H-1023;238,06;291;GOTEROS
GOTERO TIPO BOTON, 2 L/H-;308,88;377;GOTEROS
IMSR-RESORTE AZUL P/PILOTO DE ALIVIO 1-10 BAR-4891;119147,7;145361;RESORTES
INDICADOR DE CAUDAL INSTANTANEO 1 PULSO/10-4893;810204,04;988449;INDICADORES
